2016-03-10 17:33:18,113.561
2016-03-10 17:33:24,113.56
2016-03-10 17:33:30,113.56
2016-03-10 17:33:38,113.561
2016-03-10 17:33:43,113.562
2016-03-10 17:33:49,113.561
2016-03-10 17:33:57,113.567
2016-03-10 17:34:03,113.577
2016-03-10 17:34:09,113.575
2016-03-10 17:34:15,113.573
2016-03-10 17:34:21,113.567
2016-03-10 17:34:27,113.576
2016-03-10 17:34:34,113.58
2016-03-10 17:34:40,113.58
2016-03-10 17:34:46,113.579
2016-03-10 17:34:52,113.574
2016-03-10 17:34:58,113.574
2016-03-10 17:35:04,113.575
2016-03-10 17:35:11,113.58
2016-03-10 17:35:17,113.579
2016-03-10 17:35:22,113.579
2016-03-10 17:35:28,113.584
2016-03-10 17:35:34,113.579
2016-03-10 17:35:40,113.579
2016-03-10 17:35:46,113.57
2016-03-10 17:35:53,113.578
2016-03-10 17:35:59,113.571
2016-03-10 17:36:05,113.569
2016-03-10 17:36:12,113.563
2016-03-10 17:36:17,113.569
2016-03-10 17:36:23,113.574
2016-03-10 17:36:29,113.572
2016-03-10 17:36:35,113.573
2016-03-10 17:36:41,113.567
2016-03-10 17:36:47,113.568
2016-03-10 17:36:54,113.558
2016-03-10 17:37:00,113.559
2016-03-10 17:37:06,113.557
2016-03-10 17:37:09,113.558
2016-03-10 17:37:15,113.557
2016-03-10 17:37:21,113.564
2016-03-10 17:37:27,113.563
2016-03-10 17:37:34,113.568
2016-03-10 17:37:40,113.566
2016-03-10 17:37:45,113.565
2016-03-10 17:37:51,113.564
2016-03-10 17:37:57,113.569
2016-03-10 17:38:03,113.575
2016-03-10 17:38:09,113.573
2016-03-10 17:38:16,113.573
2016-03-10 17:38:21,113.573
2016-03-10 17:38:27,113.572
2016-03-10 17:38:33,113.576
2016-03-10 17:38:39,113.579
2016-03-10 17:38:46,113.578
2016-03-10 17:38:52,113.573
2016-03-10 17:38:58,113.572
2016-03-10 17:39:04,113.57
2016-03-10 17:39:10,113.569
2016-03-10 17:39:17,113.569
2016-03-10 17:39:23,113.573
2016-03-10 17:39:30,113.576
2016-03-10 17:39:36,113.575
2016-03-10 17:39:42,113.577
2016-03-10 17:39:48,113.572
2016-03-10 17:39:54,113.567
2016-03-10 17:40:02,113.564
2016-03-10 17:40:08,113.566
2016-03-10 17:40:14,113.562
2016-03-10 17:40:22,113.551
2016-03-10 17:40:29,113.544
2016-03-10 17:40:35,113.545
2016-03-10 17:40:40,113.55
2016-03-10 17:40:47,113.549
2016-03-10 17:40:53,113.55
2016-03-10 17:40:59,113.548
2016-03-10 17:41:05,113.551
2016-03-10 17:41:11,113.552
2016-03-10 17:41:17,113.548
2016-03-10 17:41:23,113.546
2016-03-10 17:41:31,113.544
2016-03-10 17:41:37,113.536
2016-03-10 17:41:43,113.54
2016-03-10 17:41:50,113.54
2016-03-10 17:41:56,113.535
2016-03-10 17:42:01,113.537
2016-03-10 17:42:07,113.537
2016-03-10 17:42:13,113.538
2016-03-10 17:42:19,113.537
2016-03-10 17:42:25,113.534
2016-03-10 17:42:31,113.533
2016-03-10 17:42:37,113.533
2016-03-10 17:42:43,113.533
2016-03-10 17:42:50,113.539
2016-03-10 17:42:56,113.54
2016-03-10 17:43:02,113.54
2016-03-10 17:43:08,113.543
2016-03-10 17:43:14,113.541
2016-03-10 17:43:20,113.538
2016-03-10 17:43:25,113.54
2016-03-10 17:43:32,113.537
2016-03-10 17:43:38,113.535
2016-03-10 17:43:45,113.538
2016-03-10 17:43:51,113.539
2016-03-10 17:43:57,113.54
2016-03-10 17:44:02,113.542
2016-03-10 17:44:08,113.546
2016-03-10 17:44:14,113.55
2016-03-10 17:44:20,113.55
2016-03-10 17:44:26,113.543
2016-03-10 17:44:33,113.541
2016-03-10 17:44:40,113.532
2016-03-10 17:44:46,113.533
2016-03-10 17:44:52,113.526
2016-03-10 17:44:58,113.528
2016-03-10 17:45:04,113.531
2016-03-10 17:45:10,113.531
2016-03-10 17:45:16,113.532
2016-03-10 17:45:23,113.531
2016-03-10 17:45:29,113.532
2016-03-10 17:45:36,113.518
2016-03-10 17:45:42,113.514
2016-03-10 17:45:48,113.513
2016-03-10 17:45:54,113.51
2016-03-10 17:46:00,113.509
2016-03-10 17:46:06,113.507
2016-03-10 17:46:12,113.511
2016-03-10 17:46:18,113.511
2016-03-10 17:46:24,113.511
2016-03-10 17:46:30,113.508
2016-03-10 17:46:37,113.5
2016-03-10 17:46:43,113.495
2016-03-10 17:46:49,113.493
2016-03-10 17:46:54,113.498
2016-03-10 17:47:00,113.494
2016-03-10 17:47:07,113.501
2016-03-10 17:47:14,113.506
2016-03-10 17:47:19,113.5
2016-03-10 17:47:27,113.5
2016-03-10 17:47:34,113.502
2016-03-10 17:47:39,113.506
2016-03-10 17:47:45,113.506
2016-03-10 17:47:53,113.507
2016-03-10 17:47:58,113.506
2016-03-10 17:48:04,113.5
2016-03-10 17:48:10,113.506
2016-03-10 17:48:17,113.495
2016-03-10 17:48:23,113.497
2016-03-10 17:48:29,113.504
2016-03-10 17:48:35,113.503
2016-03-10 17:48:41,113.506
2016-03-10 17:48:47,113.505
2016-03-10 17:48:54,113.501
2016-03-10 17:49:00,113.5
2016-03-10 17:49:06,113.503
2016-03-10 17:49:11,113.492
2016-03-10 17:49:17,113.486
2016-03-10 17:49:23,113.481
2016-03-10 17:49:30,113.474
2016-03-10 17:49:37,113.482
2016-03-10 17:49:43,113.482
2016-03-10 17:49:50,113.485
2016-03-10 17:49:56,113.479
2016-03-10 17:50:02,113.481
2016-03-10 17:50:08,113.468
2016-03-10 17:50:14,113.439
2016-03-10 17:50:20,113.452
2016-03-10 17:50:27,113.454
2016-03-10 17:50:33,113.457
2016-03-10 17:50:39,113.456
2016-03-10 17:50:45,113.453
2016-03-10 17:50:50,113.435
2016-03-10 17:50:58,113.436
2016-03-10 17:51:04,113.444
2016-03-10 17:51:10,113.449
2016-03-10 17:51:16,113.437
2016-03-10 17:51:22,113.435
2016-03-10 17:51:27,113.434
2016-03-10 17:51:33,113.428
2016-03-10 17:51:39,113.429
2016-03-10 17:51:45,113.429
2016-03-10 17:51:51,113.435
2016-03-10 17:51:57,113.431
2016-03-10 17:52:03,113.429
2016-03-10 17:52:10,113.424
2016-03-10 17:52:16,113.424
2016-03-10 17:52:21,113.431
2016-03-10 17:52:27,113.435
2016-03-10 17:52:33,113.442
2016-03-10 17:52:39,113.441
2016-03-10 17:52:45,113.428
2016-03-10 17:52:51,113.433
2016-03-10 17:52:57,113.435
2016-03-10 17:53:03,113.436
2016-03-10 17:53:08,113.435
2016-03-10 17:53:14,113.444
2016-03-10 17:53:20,113.447
2016-03-10 17:53:26,113.448
2016-03-10 17:53:33,113.444
2016-03-10 17:53:39,113.449
2016-03-10 17:53:48,113.447
2016-03-10 17:53:54,113.452
2016-03-10 17:54:00,113.46
2016-03-10 17:54:06,113.458
2016-03-10 17:54:12,113.458
2016-03-10 17:54:18,113.458
2016-03-10 17:54:23,113.459
2016-03-10 17:54:31,113.455
2016-03-10 17:54:38,113.458
2016-03-10 17:54:44,113.46
2016-03-10 17:54:50,113.46
2016-03-10 17:54:59,113.459
2016-03-10 17:55:07,113.461
2016-03-10 17:55:13,113.461
2016-03-10 17:55:20,113.462
2016-03-10 17:55:26,113.458
2016-03-10 17:55:31,113.457
2016-03-10 17:55:37,113.466
2016-03-10 17:55:44,113.448
2016-03-10 17:55:51,113.454
2016-03-10 17:55:57,113.455
2016-03-10 17:56:04,113.454
2016-03-10 17:56:10,113.454
2016-03-10 17:56:16,113.456
2016-03-10 17:56:22,113.458
2016-03-10 17:56:28,113.461
2016-03-10 17:56:34,113.465
2016-03-10 17:56:40,113.464
2016-03-10 17:56:46,113.462
2016-03-10 17:56:52,113.46
2016-03-10 17:56:58,113.458
2016-03-10 17:57:04,113.452
2016-03-10 17:57:10,113.452
2016-03-10 17:57:16,113.452
2016-03-10 17:57:22,113.452
2016-03-10 17:57:28,113.452
2016-03-10 17:57:33,113.447
2016-03-10 17:57:39,113.452
2016-03-10 17:57:46,113.452
2016-03-10 17:57:52,113.447
2016-03-10 17:57:58,113.453
2016-03-10 17:58:04,113.448
2016-03-10 17:58:10,113.447
2016-03-10 17:58:18,113.447
2016-03-10 17:58:24,113.447
2016-03-10 17:58:30,113.447
2016-03-10 17:58:36,113.447
2016-03-10 17:58:42,113.44
2016-03-10 17:58:49,113.437
2016-03-10 17:58:54,113.433
2016-03-10 17:59:00,113.437
2016-03-10 17:59:06,113.43
2016-03-10 17:59:12,113.433
2016-03-10 17:59:18,113.437
2016-03-10 17:59:24,113.437
2016-03-10 17:59:30,113.435
2016-03-10 17:59:36,113.432
2016-03-10 17:59:42,113.426
2016-03-10 17:59:48,113.418
2016-03-10 17:59:54,113.412
2016-03-10 18:00:00,113.411
2016-03-10 18:00:06,113.415
2016-03-10 18:00:11,113.427
2016-03-10 18:00:18,113.433
2016-03-10 18:00:25,113.431
2016-03-10 18:00:31,113.43
2016-03-10 18:00:37,113.438
2016-03-10 18:00:42,113.442
2016-03-10 18:00:49,113.436
